record_id,kafka_transit_ms,inference_ms,e2e_ms
REC_8551,0.000,10.617,10.617
REC_8552,2.028,2.996,5.024
REC_8553,0.000,7.252,7.252
REC_8554,0.000,11.657,11.657
REC_8555,0.000,4.855,4.855
REC_8556,0.000,9.457,9.457
REC_8557,2.698,4.989,7.687
REC_8558,3.473,6.574,10.047
REC_8559,3.168,7.502,10.670
REC_8560,2.012,10.531,12.543
REC_8561,2.521,6.698,9.219
REC_8562,3.404,6.014,9.418
REC_8563,0.000,8.324,8.324
REC_8564,3.330,9.367,12.697
REC_8565,0.000,7.046,7.046
REC_8566,0.000,3.564,3.564
REC_8567,2.407,5.826,8.233
REC_8568,1.013,4.921,5.934
REC_8569,0.000,10.850,10.850
REC_8570,2.392,9.487,11.879
REC_8571,0.000,5.235,5.235
REC_8572,0.000,10.022,10.022
REC_8573,0.986,7.184,8.170
REC_8574,2.225,3.844,6.069
REC_8575,0.000,10.991,10.991
REC_8576,1.912,6.853,8.765
REC_8577,2.282,7.304,9.586
REC_8578,0.000,4.192,4.192
REC_8579,2.010,7.221,9.231
REC_8580,0.000,7.320,7.320
REC_8581,0.000,8.279,8.279
REC_8582,2.009,7.816,9.825
REC_8583,1.331,8.247,9.578
REC_8584,0.000,5.333,5.333
REC_8585,0.000,10.030,10.030
REC_8586,2.106,7.247,9.353
REC_8587,0.000,0.000,0.000
REC_8588,0.000,9.092,9.092
REC_8589,1.347,9.020,10.367
REC_8590,1.807,6.327,8.134
REC_8591,0.000,4.816,4.816
REC_8592,1.098,9.569,10.667
REC_8593,0.000,10.237,10.237
REC_8594,0.000,10.538,10.538
REC_8595,0.000,4.634,4.634
REC_8596,3.005,11.033,14.038
REC_8597,4.009,10.997,15.006
REC_8598,2.004,9.522,11.526
REC_8599,2.008,10.004,12.012
REC_8600,2.018,8.994,11.012
REC_8601,1.236,8.968,10.204
REC_8602,2.006,8.091,10.097
REC_8603,2.005,9.509,11.514
REC_8604,3.605,11.005,14.610
REC_8605,3.491,11.987,15.478
REC_8606,1.451,9.010,10.461
REC_8607,2.250,9.000,11.250
REC_8608,1.514,9.013,10.527
REC_8609,2.006,9.005,11.011
REC_8610,1.020,7.984,9.004
REC_8611,2.271,8.006,10.277
REC_8612,2.013,8.833,10.846
REC_8613,1.323,8.998,10.321
REC_8614,2.009,8.999,11.008
REC_8615,2.513,8.006,10.519
REC_8616,2.007,7.307,9.314
REC_8617,1.005,9.516,10.521
REC_8618,2.005,8.506,10.511
REC_8619,1.008,9.006,10.014
REC_8620,0.917,9.571,10.488
REC_8621,2.007,7.998,10.005
REC_8622,1.018,8.499,9.517
REC_8623,1.534,8.993,10.527
REC_8624,1.522,7.499,9.021
REC_8625,1.083,10.008,11.091
REC_8626,2.019,7.513,9.532
REC_8627,2.148,7.951,10.099
REC_8628,2.150,7.632,9.782
REC_8629,1.172,8.005,9.177
REC_8630,1.012,8.620,9.632
REC_8631,2.049,7.373,9.422
REC_8632,1.006,8.801,9.807
REC_8633,2.012,7.993,10.005
REC_8634,2.013,8.996,11.009
REC_8635,1.524,8.908,10.432
REC_8636,2.025,8.031,10.056
REC_8637,2.015,6.996,9.011
REC_8638,1.229,8.089,9.318
REC_8639,2.013,9.001,11.014
REC_8640,2.010,7.996,10.006
REC_8641,2.167,7.948,10.115
REC_8642,1.199,8.139,9.338
REC_8643,2.949,10.006,12.955
REC_8644,1.005,7.999,9.004
REC_8645,1.024,7.991,9.015
REC_8646,1.589,8.007,9.596
REC_8647,2.272,8.017,10.289
REC_8648,2.016,6.997,9.013
REC_8649,2.532,6.998,9.530
REC_8650,2.177,7.997,10.174
REC_8651,1.517,7.991,9.508
REC_8652,2.009,8.005,10.014
REC_8653,1.513,8.999,10.512
REC_8654,1.510,8.269,9.779
REC_8655,1.366,8.001,9.367
REC_8656,1.010,8.008,9.018
REC_8657,1.510,7.386,8.896
REC_8658,3.016,6.999,10.015
REC_8659,1.513,8.075,9.588
REC_8660,1.396,9.004,10.400
REC_8661,1.266,8.749,10.015
REC_8662,1.005,8.502,9.507
REC_8663,1.013,7.999,9.012
REC_8664,2.014,8.086,10.100
REC_8665,1.053,8.035,9.088
REC_8666,2.516,7.429,9.945
REC_8667,1.073,8.630,9.703
REC_8668,2.008,8.128,10.136
REC_8669,0.987,8.003,8.990
REC_8670,2.062,6.943,9.005
REC_8671,1.427,7.702,9.129
REC_8672,1.005,8.886,9.891
REC_8673,2.021,6.986,9.007
REC_8674,1.242,9.096,10.338
REC_8675,1.167,8.186,9.353
REC_8676,1.006,7.999,9.005
REC_8677,1.005,8.002,9.007
REC_8678,1.148,9.097,10.245
REC_8679,2.075,8.038,10.113
REC_8680,2.008,7.054,9.062
REC_8681,2.355,8.744,11.099
REC_8682,2.015,8.138,10.153
REC_8683,2.451,8.019,10.470
REC_8684,1.398,8.004,9.402
REC_8685,2.103,8.995,11.098
REC_8686,2.019,7.997,10.016
REC_8687,1.507,7.999,9.506
REC_8688,1.047,7.979,9.026
REC_8689,2.020,7.999,10.019
REC_8690,2.070,9.008,11.078
REC_8691,1.008,7.999,9.007
REC_8692,2.100,7.000,9.100
REC_8693,2.207,9.365,11.572
REC_8694,2.009,6.999,9.008
REC_8695,2.008,6.999,9.007
REC_8696,2.013,8.139,10.152
REC_8697,1.100,8.432,9.532
REC_8698,2.009,11.345,13.354
REC_8699,1.003,8.506,9.509
REC_8700,3.006,11.262,14.268
REC_8701,2.127,8.794,10.921
REC_8702,2.017,7.998,10.015
REC_8703,1.018,10.239,11.257
REC_8704,1.319,9.003,10.322
REC_8705,1.509,9.340,10.849
REC_8706,1.531,10.095,11.626
REC_8707,1.967,8.001,9.968
REC_8708,1.580,8.999,10.579
REC_8709,1.007,8.004,9.011
REC_8710,1.094,11.927,13.021
REC_8711,1.004,8.410,9.414
REC_8712,1.544,8.074,9.618
REC_8713,1.612,8.000,9.612
REC_8714,1.529,9.042,10.571
REC_8715,2.957,10.000,12.957
REC_8716,3.510,11.594,15.104
REC_8717,2.004,11.000,13.004
REC_8718,2.408,9.004,11.412
REC_8719,2.012,8.080,10.092
REC_8720,1.435,9.297,10.732
REC_8721,2.509,9.507,12.016
REC_8722,3.007,8.005,11.012
REC_8723,2.516,11.012,13.528
REC_8724,2.526,9.464,11.990
REC_8725,3.012,10.994,14.006
REC_8726,2.011,8.038,10.049
REC_8727,1.006,8.195,9.201
REC_8728,1.011,8.997,10.008
REC_8729,2.014,8.076,10.090
REC_8730,2.013,8.994,11.007
REC_8731,1.247,8.757,10.004
REC_8732,1.100,8.180,9.280
REC_8733,2.009,8.012,10.021
REC_8734,1.098,7.990,9.088
REC_8735,2.009,7.000,9.009
REC_8736,1.009,9.000,10.009
REC_8737,3.375,13.621,16.996
REC_8738,2.229,7.998,10.227
REC_8739,2.144,8.998,11.142
REC_8740,2.342,10.018,12.360
REC_8741,1.514,10.001,11.515
REC_8742,2.009,8.113,10.122
REC_8743,1.050,9.013,10.063
REC_8744,2.010,8.161,10.171
REC_8745,1.450,9.079,10.529
REC_8746,2.009,8.467,10.476
REC_8747,3.757,8.994,12.751
REC_8748,2.119,8.992,11.111
REC_8749,1.606,8.901,10.507
REC_8750,1.013,8.277,9.290
REC_8751,3.432,8.095,11.527
REC_8752,3.018,9.005,12.023
REC_8753,1.013,8.006,9.019
REC_8754,1.403,8.079,9.482
REC_8755,2.019,7.085,9.104
REC_8756,1.801,8.369,10.170
REC_8757,2.008,9.999,12.007
REC_8758,2.338,8.890,11.228
REC_8759,2.341,8.007,10.348
REC_8760,1.013,8.139,9.152
REC_8761,3.007,11.998,15.005
REC_8762,3.011,11.000,14.011
REC_8763,2.508,10.000,12.508
REC_8764,2.005,10.000,12.005
REC_8765,1.076,14.015,15.091
REC_8766,1.526,11.990,13.516
REC_8767,1.258,9.001,10.259
REC_8768,2.005,10.936,12.941
REC_8769,5.056,11.001,16.057
REC_8770,2.007,9.508,11.515
REC_8771,2.054,11.952,14.006
REC_8772,1.435,8.542,9.977
REC_8773,2.008,12.164,14.172
REC_8774,1.498,8.283,9.781
REC_8775,1.438,9.112,10.550
REC_8776,2.010,11.781,13.791
REC_8777,2.228,9.009,11.237
REC_8778,2.005,9.550,11.555
REC_8779,2.049,10.112,12.161
REC_8780,1.012,8.853,9.865
REC_8781,4.018,9.991,14.009
REC_8782,1.613,9.035,10.648
REC_8783,2.022,9.077,11.099
REC_8784,1.513,7.329,8.842
REC_8785,1.508,8.007,9.515
REC_8786,2.254,8.008,10.262
REC_8787,2.010,8.995,11.005
REC_8788,2.010,7.997,10.007
REC_8789,1.005,10.174,11.179
REC_8790,2.009,9.836,11.845
REC_8791,1.508,10.265,11.773
REC_8792,3.355,10.004,13.359
REC_8793,2.004,7.999,10.003
REC_8794,1.014,9.030,10.044
REC_8795,2.013,8.266,10.279
REC_8796,3.006,8.006,11.012
REC_8797,1.006,8.005,9.011
REC_8798,2.019,8.993,11.012
REC_8799,3.017,9.093,12.110
REC_8800,1.539,9.010,10.549
REC_8801,2.292,9.078,11.370
REC_8802,2.014,8.074,10.088
REC_8803,2.007,9.003,11.010
REC_8804,1.170,8.035,9.205
REC_8805,2.488,8.997,11.485
REC_8806,1.019,9.014,10.033
REC_8807,1.004,7.999,9.003
REC_8808,2.019,8.085,10.104
REC_8809,2.070,9.075,11.145
REC_8810,2.098,7.993,10.091
REC_8811,2.383,8.003,10.386
REC_8812,1.227,7.984,9.211
REC_8813,1.532,10.069,11.601
REC_8814,2.195,8.025,10.220
REC_8815,2.009,8.141,10.150
REC_8816,1.507,9.089,10.596
REC_8817,2.615,8.060,10.675
REC_8818,3.063,8.945,12.008
REC_8819,2.005,8.478,10.483
REC_8820,2.009,10.115,12.124
REC_8821,2.012,9.373,11.385
REC_8822,2.008,10.000,12.008
REC_8823,1.508,10.472,11.980
REC_8824,1.005,8.045,9.050
REC_8825,2.458,9.000,11.458
REC_8826,1.631,8.087,9.718
REC_8827,2.011,7.590,9.601
REC_8828,1.332,8.415,9.747
REC_8829,1.528,8.006,9.534
REC_8830,2.005,8.083,10.088
REC_8831,2.007,7.176,9.183
REC_8832,1.510,7.981,9.491
REC_8833,2.011,8.000,10.011
REC_8834,1.510,7.006,8.516
REC_8835,1.016,12.356,13.372
REC_8836,2.012,8.999,11.011
REC_8837,3.075,10.003,13.078
REC_8838,2.119,9.004,11.123
REC_8839,2.563,8.083,10.646
REC_8840,1.004,8.011,9.015
REC_8841,1.510,10.000,11.510
REC_8842,2.198,7.986,10.184
REC_8843,2.008,6.999,9.007
REC_8844,1.013,9.000,10.013
REC_8845,2.558,8.951,11.509
REC_8846,2.037,8.997,11.034
REC_8847,2.015,6.996,9.011
REC_8848,2.012,8.008,10.020
REC_8849,1.013,8.196,9.209
REC_8850,1.343,7.998,9.341
REC_8851,2.092,8.522,10.614
REC_8852,1.012,8.999,10.011
REC_8853,2.040,8.679,10.719
REC_8854,2.006,7.005,9.011
REC_8855,2.015,7.518,9.533
REC_8856,1.165,8.084,9.249
REC_8857,1.226,8.765,9.991
REC_8858,1.008,8.965,9.973
REC_8859,1.503,8.288,9.791
REC_8860,1.005,8.006,9.011
REC_8861,1.582,8.802,10.384
REC_8862,2.018,7.994,10.012
REC_8863,2.115,7.011,9.126
REC_8864,1.512,10.634,12.146
REC_8865,3.614,8.906,12.520
REC_8866,2.007,7.099,9.106
REC_8867,1.622,8.085,9.707
REC_8868,2.039,7.991,10.030
REC_8869,2.052,8.714,10.766
REC_8870,2.006,8.591,10.597
REC_8871,1.053,8.439,9.492
REC_8872,2.100,9.991,12.091
REC_8873,1.333,7.997,9.330
REC_8874,1.105,8.983,10.088
REC_8875,1.510,8.078,9.588
REC_8876,2.079,8.177,10.256
REC_8877,3.174,7.004,10.178
REC_8878,2.353,8.022,10.375
REC_8879,1.011,9.000,10.011
REC_8880,3.012,7.996,11.008
REC_8881,2.009,7.007,9.016
REC_8882,1.221,7.999,9.220
REC_8883,2.146,9.016,11.162
REC_8884,1.520,8.774,10.294
REC_8885,1.090,8.921,10.011
REC_8886,1.406,8.003,9.409
REC_8887,1.894,7.000,8.894
REC_8888,2.009,7.995,10.004
REC_8889,2.381,8.006,10.387
REC_8890,2.527,7.996,10.523
REC_8891,1.014,7.996,9.010
REC_8892,1.074,8.579,9.653
REC_8893,2.004,8.003,10.007
REC_8894,2.008,7.010,9.018
REC_8895,1.100,9.041,10.141
REC_8896,1.512,9.000,10.512
REC_8897,1.317,8.000,9.317
REC_8898,2.016,9.082,11.098
REC_8899,1.019,7.995,9.014
REC_8900,2.012,7.999,10.011
REC_8901,2.007,7.078,9.085
REC_8902,0.953,8.013,8.966
REC_8903,3.031,9.359,12.390
REC_8904,2.008,8.004,10.012
REC_8905,1.189,8.085,9.274
REC_8906,2.030,8.084,10.114
REC_8907,3.032,6.989,10.021
REC_8908,1.510,8.086,9.596
REC_8909,1.377,7.998,9.375
REC_8910,3.231,9.006,12.237
REC_8911,1.497,8.064,9.561
REC_8912,1.062,8.026,9.088
REC_8913,2.007,7.449,9.456
REC_8914,2.608,8.317,10.925
REC_8915,2.010,7.998,10.008
REC_8916,2.008,9.000,11.008
REC_8917,1.434,7.997,9.431
REC_8918,1.012,8.005,9.017
REC_8919,1.020,8.004,9.024
REC_8920,2.087,7.490,9.577
REC_8921,2.039,7.984,10.023
REC_8922,1.237,8.088,9.325
REC_8923,1.018,8.998,10.016
REC_8924,2.020,7.842,9.862
REC_8925,1.479,8.999,10.478
REC_8926,1.011,9.000,10.011
REC_8927,1.009,9.002,10.011
REC_8928,1.514,7.786,9.300
REC_8929,1.516,7.997,9.513
REC_8930,2.282,7.953,10.235
REC_8931,2.067,7.994,10.061
REC_8932,1.009,7.998,9.007
REC_8933,1.509,8.525,10.034
REC_8934,1.009,8.504,9.513
REC_8935,1.068,8.215,9.283
REC_8936,2.014,7.577,9.591
REC_8937,2.023,7.990,10.013
REC_8938,1.066,9.045,10.111
REC_8939,1.668,7.949,9.617
REC_8940,1.697,11.474,13.171
REC_8941,1.084,8.008,9.092
REC_8942,1.003,8.414,9.417
REC_8943,2.623,7.912,10.535
REC_8944,2.481,7.269,9.750
REC_8945,2.014,8.079,10.093
REC_8946,1.523,8.699,10.222
REC_8947,2.636,7.992,10.628
REC_8948,1.090,8.982,10.072
REC_8949,1.930,8.072,10.002
REC_8950,1.267,8.007,9.274
REC_8951,2.101,8.100,10.201
REC_8952,2.519,8.360,10.879
REC_8953,1.375,8.009,9.384
REC_8954,2.119,7.998,10.117
REC_8955,2.010,7.508,9.518
REC_8956,2.018,7.996,10.014
REC_8957,1.006,7.998,9.004
REC_8958,2.006,8.005,10.011
REC_8959,2.087,7.924,10.011
REC_8960,1.005,8.080,9.085
REC_8961,1.017,7.999,9.016
REC_8962,1.525,10.002,11.527
REC_8963,2.803,7.893,10.696
REC_8964,2.015,8.083,10.098
REC_8965,2.031,10.449,12.480
REC_8966,1.319,7.426,8.745
REC_8967,1.264,7.997,9.261
REC_8968,1.611,8.089,9.700
REC_8969,1.719,8.011,9.730
REC_8970,1.006,9.000,10.006
REC_8971,2.006,8.005,10.011
REC_8972,2.013,7.148,9.161
REC_8973,1.512,9.086,10.598
REC_8974,2.620,8.083,10.703
REC_8975,3.071,7.948,11.019
REC_8976,2.063,7.946,10.009
REC_8977,1.472,8.007,9.479
REC_8978,1.492,8.082,9.574
REC_8979,2.574,9.081,11.655
REC_8980,2.527,9.310,11.837
REC_8981,1.451,10.014,11.465
REC_8982,2.058,7.125,9.183
REC_8983,1.007,7.996,9.003
REC_8984,2.009,7.268,9.277
REC_8985,1.601,8.001,9.602
REC_8986,1.086,7.088,8.174
REC_8987,2.034,7.998,10.032
REC_8988,0.994,8.181,9.175
REC_8989,1.560,8.162,9.722
REC_8990,2.019,10.134,12.153
REC_8991,2.013,7.999,10.012
REC_8992,2.063,8.568,10.631
REC_8993,1.410,7.998,9.408
REC_8994,2.492,8.025,10.517
REC_8995,2.009,9.130,11.139
REC_8996,2.564,7.003,9.567
REC_8997,3.011,7.506,10.517
REC_8998,1.511,8.085,9.596
REC_8999,2.126,8.019,10.145
REC_9000,2.200,6.998,9.198
REC_9001,1.091,8.000,9.091
REC_9002,1.020,8.515,9.535
REC_9003,2.639,8.130,10.769
REC_9004,2.006,7.998,10.004
REC_9005,2.011,7.754,9.765
REC_9006,1.606,8.002,9.608
REC_9007,1.559,7.097,8.656
REC_9008,1.506,7.999,9.505
REC_9009,2.064,7.091,9.155
REC_9010,2.017,7.998,10.015
REC_9011,1.510,7.999,9.509
REC_9012,1.512,9.473,10.985
REC_9013,2.015,8.225,10.240
REC_9014,2.083,9.091,11.174
REC_9015,1.400,8.019,9.419
REC_9016,2.008,7.998,10.006
REC_9017,2.051,8.089,10.140
REC_9018,1.588,7.983,9.571
REC_9019,1.592,8.005,9.597
REC_9020,1.016,8.999,10.015
REC_9021,2.569,8.976,11.545
REC_9022,1.008,8.008,9.016
REC_9023,2.012,8.996,11.008
REC_9024,1.019,8.167,9.186
REC_9025,1.670,8.100,9.770
REC_9026,1.518,8.383,9.901
REC_9027,2.020,6.993,9.013
REC_9028,2.028,9.239,11.267
REC_9029,2.006,8.086,10.092
REC_9030,2.040,8.999,11.039
REC_9031,2.014,7.666,9.680
REC_9032,3.012,8.050,11.062
REC_9033,2.162,7.923,10.085
REC_9034,1.008,8.006,9.014
REC_9035,2.006,11.509,13.515
REC_9036,4.014,10.000,14.014
REC_9037,2.511,8.510,11.021
REC_9038,1.507,10.001,11.508
REC_9039,2.121,8.244,10.365
REC_9040,2.413,8.007,10.420
REC_9041,1.684,8.693,10.377
REC_9042,3.038,7.994,11.032
REC_9043,1.093,8.127,9.220
REC_9044,1.054,8.042,9.096
REC_9045,1.363,8.000,9.363
REC_9046,2.530,9.764,12.294
REC_9047,1.512,9.999,11.511
REC_9048,2.006,10.376,12.382
REC_9049,2.516,8.991,11.507
REC_9050,2.163,9.239,11.402
REC_9051,1.496,7.516,9.012
REC_9052,1.003,9.000,10.003
REC_9053,2.699,8.423,11.122
REC_9054,1.059,7.954,9.013
REC_9055,2.017,9.998,12.015
REC_9056,2.509,11.014,13.523
REC_9057,1.512,10.334,11.846
REC_9058,2.008,8.997,11.005
REC_9059,2.017,7.995,10.012
REC_9060,1.427,9.092,10.519
REC_9061,3.067,9.382,12.449
REC_9062,1.503,7.997,9.500
REC_9063,2.057,6.946,9.003
REC_9064,2.519,9.077,11.596
REC_9065,1.499,9.000,10.499
REC_9066,2.594,9.582,12.176
REC_9067,1.454,7.999,9.453
REC_9068,1.022,8.215,9.237
REC_9069,1.110,8.326,9.436
REC_9070,1.008,7.000,8.008
REC_9071,1.052,8.260,9.312
REC_9072,1.223,8.135,9.358
REC_9073,2.597,8.044,10.641
REC_9074,2.487,9.901,12.388
REC_9075,1.416,11.001,12.417
REC_9076,2.099,9.433,11.532
REC_9077,2.513,9.998,12.511
REC_9078,2.005,9.000,11.005
REC_9079,2.008,8.999,11.007
REC_9080,2.007,6.999,9.006
REC_9081,1.394,8.019,9.413
REC_9082,0.854,9.081,9.935
REC_9083,1.460,8.358,9.818
REC_9084,2.038,8.928,10.966
REC_9085,1.482,8.080,9.562
REC_9086,2.014,10.023,12.037
REC_9087,2.053,8.175,10.228
REC_9088,2.057,7.958,10.015
REC_9089,3.030,8.080,11.110
REC_9090,2.007,8.139,10.146
REC_9091,1.113,8.094,9.207
REC_9092,1.970,8.023,9.993
REC_9093,2.518,9.007,11.525
REC_9094,2.005,9.521,11.526
REC_9095,2.255,9.209,11.464
REC_9096,2.009,9.003,11.012
REC_9097,1.005,9.000,10.005
REC_9098,2.209,7.984,10.193
REC_9099,2.515,7.010,9.525
REC_9100,2.012,8.004,10.016
REC_9101,2.015,9.082,11.097
REC_9102,1.089,9.341,10.430
REC_9103,2.514,8.007,10.521
REC_9104,2.523,8.677,11.200
REC_9105,2.256,8.265,10.521
REC_9106,1.008,10.066,11.074
REC_9107,1.015,8.001,9.016
REC_9108,2.011,7.542,9.553
REC_9109,1.008,7.998,9.006
REC_9110,1.675,8.602,10.277
REC_9111,2.010,9.006,11.016
REC_9112,1.013,9.522,10.535
REC_9113,1.146,8.874,10.020
REC_9114,2.005,8.553,10.558
REC_9115,1.283,8.025,9.308
REC_9116,1.009,8.524,9.533
REC_9117,2.565,8.194,10.759
REC_9118,3.939,6.996,10.935
REC_9119,2.320,8.009,10.329
REC_9120,2.575,9.065,11.640
REC_9121,3.010,9.999,13.009
REC_9122,2.016,7.992,10.008
REC_9123,2.021,8.691,10.712
REC_9124,2.598,7.004,9.602
REC_9125,1.023,9.993,11.016
REC_9126,2.116,9.133,11.249
REC_9127,2.082,8.097,10.179
REC_9128,1.548,8.094,9.642
REC_9129,2.031,9.089,11.120
REC_9130,1.601,7.911,9.512
REC_9131,2.017,9.997,12.014
REC_9132,2.399,7.996,10.395
REC_9133,1.153,8.012,9.165
REC_9134,1.009,7.999,9.008
REC_9135,4.119,8.635,12.754
REC_9136,2.012,7.071,9.083
REC_9137,7.007,15.998,23.005
REC_9138,2.005,8.086,10.091
REC_9139,2.181,8.918,11.099
REC_9140,1.028,9.334,10.362
REC_9141,2.009,9.033,11.042
REC_9142,2.515,9.995,12.510
REC_9143,2.006,10.117,12.123
REC_9144,2.005,8.999,11.004
REC_9145,1.007,8.000,9.007
REC_9146,2.380,9.075,11.455
REC_9147,1.007,8.082,9.089
REC_9148,2.532,9.737,12.269
REC_9149,1.511,8.999,10.510
REC_9150,2.006,7.000,9.006
REC_9151,1.419,9.148,10.567
REC_9152,1.509,8.666,10.175
REC_9153,3.063,8.047,11.110
REC_9154,1.376,7.157,8.533
REC_9155,1.130,8.078,9.208
REC_9156,1.608,8.180,9.788
REC_9157,1.611,8.084,9.695
REC_9158,1.591,8.998,10.589
REC_9159,1.511,7.999,9.510
REC_9160,2.009,8.996,11.005
REC_9161,2.014,9.002,11.016
REC_9162,2.015,8.079,10.094
REC_9163,2.008,7.931,9.939
REC_9164,1.512,7.998,9.510
REC_9165,1.588,9.022,10.610
REC_9166,3.013,8.083,11.096
REC_9167,2.026,8.052,10.078
REC_9168,1.173,8.002,9.175
REC_9169,2.007,7.427,9.434
REC_9170,1.062,8.999,10.061
REC_9171,2.019,8.000,10.019
REC_9172,1.007,8.082,9.089
REC_9173,1.525,8.276,9.801
REC_9174,3.099,8.089,11.188
REC_9175,2.247,7.080,9.327
REC_9176,2.011,9.716,11.727
REC_9177,2.513,7.999,10.512
REC_9178,2.246,9.102,11.348
REC_9179,1.560,8.005,9.565
REC_9180,1.923,6.997,8.920
REC_9181,2.515,8.540,11.055
REC_9182,2.010,7.006,9.016
REC_9183,3.009,7.696,10.705
REC_9184,2.030,9.005,11.035
REC_9185,3.089,9.435,12.524
REC_9186,2.017,7.996,10.013
REC_9187,2.020,8.537,10.557
REC_9188,2.047,7.999,10.046
REC_9189,3.245,8.006,11.251
REC_9190,1.511,11.006,12.517
REC_9191,1.554,11.011,12.565
REC_9192,1.509,9.383,10.892
REC_9193,1.604,7.000,8.604
REC_9194,0.888,8.085,8.973
REC_9195,2.614,8.931,11.545
REC_9196,3.013,7.007,10.020
REC_9197,1.508,7.007,8.515
REC_9198,2.306,8.076,10.382
REC_9199,2.013,8.507,10.520
REC_9200,1.512,6.999,8.511
REC_9201,1.517,9.000,10.517
REC_9202,2.034,8.984,11.018
REC_9203,3.099,8.993,12.092
REC_9204,0.984,7.541,8.525
REC_9205,1.407,8.080,9.487
REC_9206,2.016,8.077,10.093
REC_9207,1.415,9.474,10.889
REC_9208,1.221,8.022,9.243
REC_9209,1.612,7.999,9.611
REC_9210,2.243,10.075,12.318
REC_9211,2.017,8.003,10.020
REC_9212,2.083,8.040,10.123
REC_9213,1.483,8.005,9.488
REC_9214,2.030,8.998,11.028
REC_9215,2.212,8.214,10.426
REC_9216,1.007,9.136,10.143
REC_9217,2.117,6.909,9.026
REC_9218,2.016,7.076,9.092
REC_9219,2.064,7.002,9.066
REC_9220,1.569,8.999,10.568
REC_9221,2.021,8.996,11.017
REC_9222,1.006,7.997,9.003
REC_9223,2.010,7.073,9.083
REC_9224,2.524,8.505,11.029
REC_9225,2.029,10.001,12.030
REC_9226,2.691,8.991,11.682
REC_9227,2.008,7.006,9.014
REC_9228,2.527,9.990,12.517
REC_9229,3.007,10.005,13.012
REC_9230,3.007,9.004,12.011
REC_9231,2.012,7.956,9.968
REC_9232,2.008,7.628,9.636
REC_9233,2.389,9.003,11.392
REC_9234,3.493,7.995,11.488
REC_9235,1.126,8.024,9.150
REC_9236,1.607,7.953,9.560
REC_9237,2.770,8.036,10.806
REC_9238,2.219,6.920,9.139
REC_9239,1.054,8.002,9.056
REC_9240,3.012,8.083,11.095
REC_9241,2.754,8.003,10.757
REC_9242,2.010,9.080,11.090
REC_9243,2.020,9.257,11.277
REC_9244,1.327,8.002,9.329
REC_9245,1.005,8.004,9.009
REC_9246,2.014,6.999,9.013
REC_9247,2.019,8.559,10.578
REC_9248,1.458,9.189,10.647
REC_9249,3.010,7.998,11.008
REC_9250,2.015,7.999,10.014
REC_9251,1.287,8.018,9.305
REC_9252,2.736,8.995,11.731
REC_9253,2.024,8.013,10.037
REC_9254,2.015,10.803,12.818
REC_9255,1.234,10.348,11.582
REC_9256,1.105,8.011,9.116
REC_9257,1.242,9.004,10.246
REC_9258,1.414,8.000,9.414
REC_9259,2.057,7.298,9.355
REC_9260,2.015,8.082,10.097
REC_9261,3.010,9.005,12.015
REC_9262,3.014,9.994,13.008
REC_9263,2.008,8.522,10.530
REC_9264,1.493,8.998,10.491
REC_9265,1.702,8.068,9.770
REC_9266,0.692,9.036,9.728
REC_9267,2.063,9.076,11.139
REC_9268,1.251,8.591,9.842
REC_9269,1.164,8.016,9.180
REC_9270,1.550,7.740,9.290
REC_9271,2.522,8.006,10.528
REC_9272,2.017,7.516,9.533
REC_9273,0.842,7.595,8.437
REC_9274,2.191,8.545,10.736
REC_9275,2.151,9.007,11.158
REC_9276,2.018,8.595,10.613
REC_9277,2.623,11.984,14.607
REC_9278,1.008,8.313,9.321
REC_9279,1.323,8.074,9.397
REC_9280,1.516,9.019,10.535
REC_9281,2.008,8.869,10.877
REC_9282,2.081,8.189,10.270
REC_9283,1.512,8.323,9.835
REC_9284,1.510,8.011,9.521
REC_9285,2.016,6.997,9.013
REC_9286,2.020,9.004,11.024
REC_9287,3.162,8.006,11.168
REC_9288,2.514,8.272,10.786
REC_9289,2.030,10.109,12.139
REC_9290,2.016,8.006,10.022
REC_9291,2.083,8.009,10.092
REC_9292,1.249,8.297,9.546
REC_9293,2.080,9.070,11.150
REC_9294,3.094,7.015,10.109
REC_9295,1.013,8.463,9.476
REC_9296,2.021,9.049,11.070
REC_9297,2.010,8.079,10.089
REC_9298,2.011,8.004,10.015
REC_9299,2.602,9.033,11.635
REC_9300,1.080,9.163,10.243
REC_9301,2.755,7.984,10.739
REC_9302,3.198,6.996,10.194
REC_9303,2.007,9.077,11.084
REC_9304,2.213,8.009,10.222
REC_9305,2.017,8.001,10.018
REC_9306,1.015,8.068,9.083
REC_9307,1.006,8.006,9.012
REC_9308,3.219,10.075,13.294
REC_9309,3.070,7.028,10.098
REC_9310,2.065,10.030,12.095
REC_9311,3.015,9.472,12.487
REC_9312,1.007,8.003,9.010
REC_9313,2.759,11.074,13.833
REC_9314,2.348,6.999,9.347
REC_9315,2.210,8.220,10.430
REC_9316,1.525,8.007,9.532
REC_9317,2.542,7.006,9.548
REC_9318,2.018,8.996,11.014
REC_9319,1.247,8.083,9.330
REC_9320,2.011,9.088,11.099
REC_9321,1.584,8.001,9.585
REC_9322,1.435,7.999,9.434
REC_9323,2.512,9.003,11.515
REC_9324,2.015,7.076,9.091
REC_9325,2.097,8.056,10.153
REC_9326,1.008,9.003,10.011
